id,status,event_id,frequency,amplitude,phase,current_offset,v_start,v_end,temperature,added_at,cell_id_id
945,ipsum aliquam non mauris morbi,neque aenean auctor,69205412.25,87.13,76.17,8.88,19.38,41.39,3080.14,2024-05-06T04:44:52Z,945
946,mauris vulputate elementum,quis libero nullam sit amet,42205908.27,51.16,95.7,66.8,84.01,6.83,1764.28,2024-06-24T21:27:40Z,946
947,erat volutpat in congue,consequat dui nec nisi volutpat,76527016.06,98.43,336.77,38.83,98.15,0.97,464.75,2025-02-01T09:33:32Z,947
948,vulputate ut ultrices,dui vel nisl,4433683.53,2.78,338.01,95.38,41.95,82.83,2658.52,2024-04-03T12:32:15Z,948
949,ultrices libero non,ac enim in,29479075.36,12.19,218.41,5.11,87.66,10.35,2080.8,2024-04-11T07:18:13Z,949
950,massa tempor convallis,amet erat nulla tempus vivamus,44449306.98,8.29,349.92,59.17,67.63,94.92,2524.9,2024-09-19T01:43:13Z,950
951,dis parturient montes nascetur,luctus et ultrices posuere cubilia,72761079.43,34.09,10.72,16.41,54.97,80.17,2782.45,2025-02-03T18:44:39Z,951
952,eleifend quam a odio in,nulla suspendisse potenti cras,86110005.62,40.71,93.39,48.56,43.25,12.57,208.79,2024-10-02T01:44:38Z,952
953,dictumst etiam faucibus cursus,nam nulla integer pede,77266975.41,83.36,227.49,70.16,47.9,62.16,2574.19,2024-05-17T00:53:08Z,953
954,dapibus nulla suscipit ligula,morbi porttitor lorem id ligula,96476198.71,41.19,136.83,83.04,82.31,82.41,683.96,2024-04-29T17:43:01Z,954
955,tempor turpis nec euismod,turpis adipiscing lorem vitae,88513321.78,40.81,37.6,83.94,91.79,48.72,3842.17,2024-10-20T22:31:40Z,955
956,sapien varius ut,ante ipsum primis in faucibus,40187896.52,38.2,46.25,6.2,37.27,20.18,4044.85,2024-11-12T13:26:21Z,956
957,dolor sit amet consectetuer,feugiat et eros vestibulum,40334707.91,43.5,173.45,26.7,71.71,10.64,51.91,2024-11-13T04:55:09Z,957
958,varius integer ac leo pellentesque,nulla integer pede,33508044.77,81.19,8.08,8.19,6.82,45.93,1326.96,2024-12-09T20:02:02Z,958
959,magna ac consequat metus sapien,nec sem duis,44934989.6,50.75,354.15,94.28,67.17,26.7,4716.23,2024-04-09T19:14:10Z,959
960,praesent blandit nam nulla,mauris eget massa,83930603.17,32.49,94.67,80.75,11.17,52.96,548.24,2024-04-12T10:33:44Z,960
961,vestibulum vestibulum ante ipsum primis,sapien arcu sed augue,78692912.54,69.98,107.31,42.64,6.91,86.31,2200.77,2024-10-13T22:46:38Z,961
962,cursus vestibulum proin eu,semper sapien a libero,2530544.52,35.17,288.62,92.62,34.52,15.31,3761.51,2024-06-04T00:46:52Z,962
963,praesent lectus vestibulum quam sapien,nulla tempus vivamus in felis,36334477.96,11.05,240.9,36.75,24.31,67.44,2494.25,2024-11-30T00:21:11Z,963
964,parturient montes nascetur ridiculus mus,placerat ante nulla justo,50048278.76,12.43,323.76,84.09,83.91,31.52,4704.4,2024-09-03T15:56:57Z,964
965,dictumst morbi vestibulum,sit amet diam,27817621.73,64.86,198.91,41.23,6.84,14.92,1216.15,2024-04-28T14:59:04Z,965
966,neque sapien placerat ante nulla,pretium iaculis diam erat,60724746.83,37.86,175.87,72.96,89.98,84.98,3324.84,2024-03-09T20:24:41Z,966
967,odio odio elementum,est phasellus sit amet,8678980.35,57.51,225.27,27.17,44.56,46.88,4595.31,2024-09-07T23:00:35Z,967
968,interdum eu tincidunt in,mi in porttitor,2836412.5,87.54,147.46,23.78,82.4,4.03,74.79,2025-02-08T10:22:49Z,968
969,sapien cum sociis,amet erat nulla tempus vivamus,58660159.67,63.03,3.51,40.26,93.53,38.8,2533.74,2024-12-26T17:04:46Z,969
970,in ante vestibulum ante ipsum,platea dictumst maecenas ut massa,20495481.24,40.06,334.02,18.31,25.99,27.63,5411.81,2024-08-31T14:01:08Z,970
971,sem mauris laoreet,elementum in hac habitasse platea,54899216.73,0.81,60.15,51.4,39.29,69.63,768.56,2024-08-05T03:43:58Z,971
972,erat quisque erat eros viverra,est risus auctor sed tristique,30651288.56,70.75,47.84,92.82,95.69,33.84,4926.97,2024-09-30T17:50:57Z,972
973,hac habitasse platea,adipiscing molestie hendrerit,99226769.36,26.69,282.41,52.45,75.81,55.98,525.54,2024-08-25T20:58:18Z,973
974,diam vitae quam suspendisse,elementum ligula vehicula consequat morbi,71537719.09,76.39,269.15,63.79,61.03,6.57,2528.76,2024-06-05T18:30:20Z,974
975,lorem integer tincidunt,penatibus et magnis dis,93709151.15,97.41,40.58,42.4,52.57,16.12,970.03,2025-01-28T13:01:53Z,975
976,sociis natoque penatibus et,consequat in consequat ut,24375719.75,36.97,268.08,78.32,38.66,28.35,5503.06,2024-02-15T02:59:10Z,976
977,massa volutpat convallis morbi odio,quis orci eget orci vehicula,80075202.24,93.13,201.48,92.7,65.35,55.2,282.72,2024-09-03T16:58:36Z,977
978,ullamcorper augue a suscipit nulla,sit amet erat,56804778.04,57.1,260.21,95.73,55.8,96.89,271.77,2024-11-24T01:08:19Z,978
979,neque aenean auctor gravida sem,posuere nonummy integer non,81986715.44,7.38,242.64,62.97,21.54,89.39,3846.06,2024-05-22T07:44:04Z,979
980,nisl aenean lectus pellentesque,ipsum primis in faucibus orci,76060663.94,55.73,76.04,34.93,67.59,34.9,1259.42,2024-06-23T01:05:01Z,980
981,nulla nunc purus phasellus in,amet nunc viverra,10180798.17,91.76,194.01,68.3,21.84,64.84,1676.89,2024-10-04T14:43:50Z,981
982,duis at velit eu est,sit amet justo morbi ut,96766194.64,72.18,132.23,93.89,75.1,0.06,1279.07,2024-08-11T15:11:50Z,982
983,turpis adipiscing lorem vitae,lacinia erat vestibulum sed magna,98217592.76,31.15,296.33,53.63,22.62,18.1,4595.87,2024-08-16T16:37:51Z,983
984,eget eleifend luctus ultricies,eu sapien cursus,30729507.98,23.76,229.67,53.16,34.64,87.79,5420.17,2024-05-15T01:08:10Z,984
985,dolor vel est,nullam sit amet,90655505.28,87.14,96.0,10.73,57.82,38.18,3941.99,2024-11-14T04:59:58Z,985
986,ut tellus nulla ut,ut volutpat sapien arcu,85367512.64,71.53,96.95,72.29,97.44,9.26,4431.36,2024-10-12T06:08:47Z,986
987,ultrices mattis odio donec vitae,rhoncus dui vel,69818637.86,30.56,98.18,96.5,89.36,64.58,2126.99,2025-02-07T04:29:42Z,987
988,quam suspendisse potenti nullam porttitor,rutrum nulla tellus in,94153865.58,31.43,136.9,24.12,21.83,92.83,1168.56,2024-03-31T14:31:14Z,988
989,primis in faucibus,erat quisque erat,34888339.47,93.12,299.53,81.68,62.19,37.7,188.25,2024-03-28T12:59:02Z,989
990,vel nisl duis,pede ullamcorper augue,28705880.56,35.32,6.62,48.26,54.55,43.82,147.13,2024-12-24T21:15:59Z,990
991,nunc viverra dapibus nulla,blandit mi in porttitor pede,53785754.33,59.93,140.44,14.17,35.99,95.65,4761.62,2024-07-28T17:16:09Z,991
992,sodales scelerisque mauris sit amet,in felis donec semper,97174030.53,80.08,267.79,35.85,18.25,8.49,3226.88,2024-03-29T05:41:03Z,992
993,porttitor lacus at turpis,eget orci vehicula condimentum,65321914.78,50.93,200.82,37.36,95.32,10.18,4110.41,2024-11-01T16:36:07Z,993
994,nam congue risus semper porta,eget eleifend luctus ultricies,56333899.73,16.59,240.91,42.9,24.56,22.61,147.5,2024-08-11T02:27:00Z,994
995,a suscipit nulla elit,faucibus cursus urna,42150156.05,14.77,34.96,53.67,55.99,60.61,3458.65,2025-01-04T00:06:29Z,995
996,lacus purus aliquet at,in magna bibendum imperdiet nullam,62353316.99,83.06,186.44,80.97,52.97,85.79,4709.54,2024-10-04T12:54:23Z,996
997,lectus in est risus,enim in tempor turpis,9612840.43,68.89,60.69,31.38,57.63,68.23,1306.59,2024-05-06T15:44:07Z,997
998,ultrices posuere cubilia curae,aliquam lacus morbi,8285810.59,15.32,248.12,54.39,56.54,0.22,1723.69,2024-03-13T08:01:55Z,998
999,sapien in sapien iaculis congue,in consequat ut nulla,93400608.87,4.19,17.08,81.77,72.17,22.16,205.49,2024-04-08T00:54:36Z,999
1000,leo rhoncus sed,at diam nam tristique tortor,5216676.23,46.97,45.68,12.28,12.43,84.0,2626.07,2024-07-10T19:28:48Z,1000
