id,serial_number,battery_name,weight,capacity,original_power_capability,expected_endoflife,manufactured_date,height,width,length,manufactured_city,manufactured_street,manufactured_number,manufactured_zipcode,material_id,safety_features_id,manufacturer_id
860,+860,+860,981996.615,5251995397,627781127,12/18/2024,8/18/2024,3174.73,7858.75,5923.86,Kożuchów,254 Vera Avenue,11817,860860,860,3,860
861,+861,+861,747737.17,5309471482,6327353610,7/6/2024,6/23/2024,3667.95,9943.64,8521.98,Zinder,545 Dottie Center,21532,861861,861,1,861
862,+862,+862,930488.344,7674858703,504636086,3/24/2024,2/29/2024,9089.92,9117.91,236.14,Panunggangan,3367 2nd Road,11372,862862,862,1,862
863,+863,+863,631786.531,8618498900,9495935276,4/22/2024,11/9/2024,1491.16,9454.3,3509.95,Quintães,89263 Thierer Center,9802,863863,863,2,863
864,+864,+864,742151.928,9347882435,6665698273,12/21/2024,12/11/2024,5416.04,7357.42,5575.51,Caimitillo,3342 Trailsway Pass,12145,864864,864,2,864
865,+865,+865,901823.571,527137605,2896289416,11/3/2024,5/4/2024,6848.58,6574.58,8071.13,Yulin,634 Melody Parkway,4775,865865,865,3,865
866,+866,+866,666550.701,5538164120,1977667229,7/28/2024,7/26/2024,2421.43,4888.29,7812.29,Byerazino,2572 Coleman Alley,10735,866866,866,2,866
867,+867,+867,92096.193,4791502012,678886470,7/18/2024,10/7/2024,2202.93,2263.86,2795.47,Tiang,4941 West Circle,3961,867867,867,1,867
868,+868,+868,737895.928,6767766707,3899364746,11/20/2024,7/8/2024,7720.43,9428.12,644.86,Kuala Lumpur,0936 Porter Pass,17250,868868,868,2,868
869,+869,+869,226826.082,8786899603,9089395461,7/21/2024,11/30/2024,7698.48,2515.95,1485.65,Bojongsari,24 Clove Trail,28627,869869,869,3,869
870,+870,+870,543222.862,273946903,4545287093,4/13/2024,1/16/2025,8880.81,2657.23,8505.92,Wanghu,62 Monterey Junction,21649,870870,870,2,870
871,+871,+871,430406.747,6258919723,6308929296,10/30/2024,3/24/2024,2306.76,5785.46,7014.66,Tugu,010 Meadow Valley Pass,6208,871871,871,1,871
872,+872,+872,414777.033,7190808393,5757851428,2/27/2024,7/5/2024,484.08,9974.86,3760.94,Lagdo,13775 Hauk Junction,469,872872,872,2,872
873,+873,+873,794359.807,1293336449,9147316162,5/11/2024,4/16/2024,7455.05,3563.97,5809.7,Zlatni Pyasatsi,89 Fremont Way,28323,873873,873,3,873
874,+874,+874,635486.502,5267802215,1604853079,5/8/2024,9/18/2024,2853.48,6110.93,1095.84,Las Vegas,813 Holmberg Place,3328,874874,874,3,874
875,+875,+875,271514.055,3907883192,2472237891,3/29/2024,5/6/2024,7869.4,6921.1,9205.75,Hokor,179 Dawn Place,5482,875875,875,2,875
876,+876,+876,844539.636,827262167,647308826,9/3/2024,6/11/2024,9996.47,2099.13,4551.57,Cholpon-Ata,9 Bunting Pass,5882,876876,876,2,876
877,+877,+877,724688.293,8481834061,3041651995,4/15/2024,12/14/2024,4116.63,9000.48,11.84,Ostrožská Lhota,32253 Mesta Way,19077,877877,877,2,877
878,+878,+878,898433.276,1231473565,6678894431,1/11/2025,10/12/2024,2340.69,9149.41,1752.2,Thung Yang Daeng,9489 Rusk Place,18958,878878,878,1,878
879,+879,+879,568264.885,7523309730,4298278792,2/18/2024,12/26/2024,8253.74,6391.16,758.74,Guamal,1881 Superior Alley,3426,879879,879,2,879
880,+880,+880,298441.703,1342088989,6272471128,8/13/2024,6/1/2024,2224.45,9725.31,4420.3,Valerik,2788 Fulton Crossing,5327,880880,880,3,880
881,+881,+881,656118.951,7498203618,8677839597,9/20/2024,1/1/2025,2591.04,1856.14,8187.33,Huangjingba,674 Northwestern Road,30638,881881,881,2,881
882,+882,+882,85515.805,1197224020,2201458805,10/18/2024,6/15/2024,281.67,5856.62,1810.41,Bromma,6617 Ramsey Circle,23176,882882,882,2,882
883,+883,+883,648788.652,7432205420,5918919090,12/2/2024,10/25/2024,2542.55,2254.33,553.52,Frankfort,31944 Troy Center,1708,883883,883,3,883
884,+884,+884,795830.248,5513107471,2506724842,4/6/2024,6/14/2024,5886.0,1979.29,4083.42,Jurva,01433 Hayes Lane,20960,884884,884,3,884
885,+885,+885,345002.716,6883458592,5395316549,10/6/2024,2/11/2024,1249.35,719.5,7741.87,Oslo,2 Boyd Hill,14010,885885,885,1,885
886,+886,+886,28316.085,7502920802,7361417611,3/8/2024,4/12/2024,5177.11,455.58,9153.12,Gorgān,637 Bartelt Terrace,13002,886886,886,3,886
887,+887,+887,975733.002,737859036,5383222915,5/17/2024,7/7/2024,2682.21,4808.33,70.57,Mavingouni,637 Warbler Plaza,16997,887887,887,3,887
888,+888,+888,493173.364,2205421435,8631732097,12/3/2024,12/10/2024,5698.08,161.78,5476.79,Lebahseri,89 Ruskin Hill,8563,888888,888,2,888
889,+889,+889,936112.977,3711640621,3307702372,2/12/2024,4/11/2024,8533.14,9447.74,6473.75,Camajuaní,0 Hauk Alley,11205,889889,889,2,889
890,+890,+890,779365.528,8483552983,4479026437,8/13/2024,10/16/2024,7528.76,7343.63,3154.65,Sarukhan,8226 Ilene Plaza,31814,890890,890,3,890
891,+891,+891,380127.953,2768988717,2657032849,3/14/2024,10/20/2024,3004.16,6343.64,2214.88,Magdalena,0038 Del Mar Street,1190,891891,891,1,891
892,+892,+892,834148.257,9798806557,3245924998,5/23/2024,6/20/2024,7226.98,5574.23,4729.42,Hefu,47398 Westerfield Avenue,7289,892892,892,3,892
893,+893,+893,535076.543,5484791609,7861771008,11/24/2024,6/5/2024,1267.16,3592.75,2274.5,Haiyan,1 Melvin Court,17868,893893,893,1,893
894,+894,+894,414123.226,615879125,7750340,4/25/2024,9/11/2024,2517.2,4481.68,1492.93,Brejo da Madre de Deus,810 Sauthoff Place,3353,894894,894,1,894
895,+895,+895,902549.323,8359079962,6953703598,7/17/2024,1/25/2025,9310.05,7262.66,686.55,Trollhättan,3 Springview Lane,19601,895895,895,1,895
896,+896,+896,530725.553,4662578937,8975156456,1/19/2025,10/15/2024,6637.97,2103.92,8917.84,Tulyushka,203 Artisan Point,22348,896896,896,1,896
897,+897,+897,466624.634,2606888109,186208993,8/2/2024,2/14/2024,1989.35,7736.14,1853.72,Novopokrovka,8 Carpenter Pass,9070,897897,897,2,897
898,+898,+898,174887.605,1194799561,1634388383,7/11/2024,12/19/2024,6879.38,4198.91,4398.99,Bangus Kulon,0 Surrey Crossing,27996,898898,898,3,898
899,+899,+899,577813.871,5992506439,6232951551,2/6/2025,2/1/2025,6947.28,6049.6,1004.93,Setonokalong,90 Lien Park,28068,899899,899,2,899
900,+900,+900,270384.379,7913529319,4570128101,10/20/2024,10/17/2024,191.54,982.25,68.07,Gavinhos de Baixo,599 Hauk Way,1562,900900,900,2,900
901,+901,+901,600124.682,338533376,2456044836,4/8/2024,12/14/2024,1381.4,7704.08,2127.64,Bitica,94728 Truax Court,21870,901901,901,2,901
902,+902,+902,429375.215,2706927469,8206999582,10/9/2024,8/2/2024,2562.89,2034.23,9301.37,Maputi,2 Killdeer Way,24655,902902,902,3,902
903,+903,+903,387428.915,3669106158,4863991674,6/9/2024,9/12/2024,5746.22,4881.09,5567.52,Aanislag,1650 Onsgard Drive,6979,903903,903,3,903
904,+904,+904,450342.672,2707951948,6654046306,1/18/2025,2/8/2025,1577.23,6682.57,6272.87,Białobrzegi,577 Goodland Place,7917,904904,904,2,904
905,+905,+905,358593.977,7811695109,9453340973,8/2/2024,11/5/2024,9990.81,1137.94,1749.35,Syrostan,4481 Pepper Wood Drive,2712,905905,905,1,905
906,+906,+906,61854.57,6954954781,4941785256,7/1/2024,12/13/2024,2228.41,7127.23,5931.05,Nauchnyy Gorodok,66583 Cascade Alley,22093,906906,906,3,906
907,+907,+907,174844.341,9849860407,5567898094,6/29/2024,3/28/2024,3401.96,7447.8,7756.75,Kashira,18107 Packers Junction,17710,907907,907,2,907
908,+908,+908,458102.229,4471236647,3794324737,5/27/2024,9/8/2024,5325.25,5105.77,715.14,Kyzyl-Kyya,5832 Hintze Lane,10924,908908,908,2,908
909,+909,+909,704400.008,703608486,7059180892,1/3/2025,1/23/2025,940.99,8718.64,8825.74,Shangma,17 Banding Park,20244,909909,909,2,909
910,+910,+910,807560.081,6678226270,1454338006,4/22/2024,5/2/2024,6601.31,3090.29,7736.37,Tolomango,0 Waywood Place,13273,910910,910,1,910
911,+911,+911,462807.882,2827841476,6712118781,12/6/2024,5/3/2024,6157.29,3714.88,3363.45,Staryy Dobrotvir,18323 Bowman Alley,1014,911911,911,1,911
912,+912,+912,334611.21,9281416724,6172066211,12/8/2024,6/8/2024,5395.94,5515.76,5592.75,Bogdaniec,2 Manufacturers Alley,15381,912912,912,3,912
913,+913,+913,8474.369,4669602629,9482694029,6/8/2024,8/12/2024,1905.37,6089.03,8798.34,Chicago,76595 Becker Trail,17174,913913,913,3,913
914,+914,+914,941933.036,3294713785,2330744208,12/21/2024,7/6/2024,1145.98,8974.93,7945.69,Lunenburg,4650 Utah Street,1392,914914,914,2,914
915,+915,+915,342487.415,1303368028,2981008348,10/1/2024,7/24/2024,7961.86,6463.45,8188.51,Lüyang,0 Grover Junction,4042,915915,915,1,915
916,+916,+916,879419.236,683241308,7997373083,11/29/2024,10/10/2024,875.24,8740.9,6363.28,Ḩarīb,4 Russell Street,4977,916916,916,2,916
917,+917,+917,670555.812,5532723384,2612625604,4/20/2024,1/27/2025,523.09,1559.44,5124.37,Zekou,6700 Pine View Drive,30318,917917,917,3,917
918,+918,+918,319526.202,9054066093,1183910992,1/8/2025,12/28/2024,2079.23,2302.87,4457.93,Volnovakha,574 Debra Pass,13873,918918,918,3,918
919,+919,+919,789484.41,4914359955,9845010551,1/12/2025,3/9/2024,7999.09,7451.24,2989.0,Wanying,66 Monica Way,15445,919919,919,1,919
920,+920,+920,603954.696,7939041267,6542324596,3/20/2024,9/8/2024,3472.01,984.02,8223.16,Picassinos,441 Sutherland Road,6182,920920,920,1,920
921,+921,+921,63361.87,7595141492,895676673,6/24/2024,1/23/2025,8996.19,7134.58,4042.01,Tagbacan Ibaba,34003 Hudson Center,29957,921921,921,2,921
922,+922,+922,458622.074,8459227514,5458030717,6/10/2024,7/1/2024,1606.4,5416.22,37.61,Dulian,67 Logan Junction,11317,922922,922,3,922
923,+923,+923,708032.656,2125725356,9056361376,5/16/2024,6/24/2024,8982.54,5418.09,7764.3,Hậu Nghĩa,765 Prentice Place,8358,923923,923,3,923
924,+924,+924,781224.183,7487623107,8916916457,11/19/2024,5/16/2024,3603.16,9096.89,9873.93,Winter Haven,19 Mccormick Hill,19003,924924,924,3,924
925,+925,+925,362056.265,6776930312,4928328065,6/17/2024,2/14/2024,2043.49,1523.98,6751.45,Lac-Mégantic,350 Hoffman Court,24865,925925,925,1,925
926,+926,+926,936490.433,8497071624,4572211567,10/11/2024,6/28/2024,3350.41,962.37,438.63,Lewo,7 Upham Avenue,15886,926926,926,2,926
927,+927,+927,269926.008,8372451210,6568635635,6/14/2024,7/30/2024,3089.92,8339.44,9986.32,Gonayiv,82 Mandrake Trail,14090,927927,927,3,927
928,+928,+928,72280.439,4944484701,1028698419,11/8/2024,6/1/2024,328.18,3961.69,9490.46,Oibioin,18 7th Street,14821,928928,928,2,928
929,+929,+929,625710.156,7643535962,8215656966,1/7/2025,3/18/2024,3566.07,4934.43,8784.93,Tadianjie,94 Spenser Park,11547,929929,929,2,929
930,+930,+930,535460.804,1264222405,2011004284,5/24/2024,6/21/2024,9368.66,2035.81,9956.65,Mufumbwe,00302 La Follette Junction,22752,930930,930,2,930
931,+931,+931,761813.897,3014308615,5637741981,6/5/2024,5/22/2024,4796.38,2380.63,268.75,Wang Nam Yen,3189 Anzinger Trail,263,931931,931,2,931
932,+932,+932,122237.512,5485554505,871659066,9/3/2024,5/23/2024,7706.99,2981.0,4574.39,Gucheng,3 Iowa Junction,10011,932932,932,3,932
933,+933,+933,359544.398,4422397645,319714736,1/27/2025,4/11/2024,6025.08,1126.55,2274.83,Chojna,4 Bultman Crossing,22723,933933,933,3,933
934,+934,+934,593106.292,5417918916,1696182758,4/15/2024,5/25/2024,5264.86,9081.7,2258.97,Mosteiros,7444 Jay Pass,22534,934934,934,3,934
935,+935,+935,687584.569,8293871237,1995696028,4/10/2024,5/26/2024,6819.81,5142.8,1714.85,Shibajiazi,5780 Walton Parkway,9646,935935,935,2,935
936,+936,+936,675619.867,6905441047,44916308,9/29/2024,10/2/2024,3012.69,5315.16,5809.89,Zhaogezhuang,47555 Sheridan Pass,24541,936936,936,2,936
937,+937,+937,680907.963,202667269,9203419704,1/27/2025,3/6/2024,1583.98,8784.65,6919.5,Suwa,19 Morningstar Parkway,22769,937937,937,2,937
938,+938,+938,557217.705,1846946288,8683666246,1/7/2025,10/19/2024,8298.21,4172.65,3818.52,Kumla,44803 Monument Circle,19779,938938,938,1,938
939,+939,+939,651175.579,9585559873,6113990423,8/19/2024,3/24/2024,7946.01,8525.0,5194.13,Conduaga,0123 Springview Drive,12176,939939,939,1,939
940,+940,+940,782484.108,8325185894,1270903551,5/23/2024,11/1/2024,7718.01,7994.11,209.94,Atbasar,1 Rutledge Center,3542,940940,940,2,940
941,+941,+941,24441.398,2219863709,7673415217,11/3/2024,7/19/2024,7350.01,8211.38,5321.07,Sukamaju,951 Linden Hill,10731,941941,941,1,941
942,+942,+942,951404.725,4219073369,2572506778,7/30/2024,9/13/2024,2053.7,1290.95,2863.38,Wangzuo,4 Ridge Oak Crossing,13716,942942,942,3,942
943,+943,+943,483456.444,658558945,4444562390,12/14/2024,9/5/2024,6547.73,2973.09,1954.88,Kerikeri,458 Porter Trail,21556,943943,943,1,943
944,+944,+944,836767.149,4886354552,818405466,2/1/2025,9/25/2024,3198.45,5306.59,939.86,Shimen,14128 Union Avenue,25576,944944,944,3,944
945,+945,+945,620426.347,3782826356,1487318907,12/29/2024,11/30/2024,7149.81,6244.07,7703.49,Kangin,555 Westridge Circle,3652,945945,945,2,945
946,+946,+946,664454.057,6216523457,6880363825,4/19/2024,1/9/2025,6296.13,7716.68,5092.78,Tarangnan,282 Tomscot Park,5603,946946,946,3,946
947,+947,+947,5237.465,4686486474,4582657895,6/8/2024,5/14/2024,1885.48,2018.31,5201.78,Uddiawan,61832 Waywood Pass,15020,947947,947,1,947
948,+948,+948,522964.201,4175314644,712151199,12/4/2024,5/27/2024,416.83,7890.24,7196.62,Gotse Delchev,8113 Springs Court,17385,948948,948,3,948
949,+949,+949,646934.368,2195958739,6388598777,8/5/2024,9/1/2024,5839.7,5374.98,926.31,Al Qaryatayn,9 Sherman Place,29509,949949,949,1,949
950,+950,+950,280159.784,1568878204,3738863845,5/16/2024,1/11/2025,9382.87,4633.08,8670.95,Doksy,4 Marcy Junction,15966,950950,950,1,950
951,+951,+951,891691.025,9757248638,1663720105,4/8/2024,7/19/2024,7663.31,3105.11,5073.78,Knyaze-Volkonskoye,7 Veith Center,20201,951951,951,2,951
952,+952,+952,187073.43,6483242455,6846302469,10/3/2024,7/4/2024,8508.55,2892.47,3823.39,Panamá,02681 John Wall Circle,24160,952952,952,3,952
953,+953,+953,645817.945,5801967762,7384080780,10/12/2024,4/30/2024,7129.23,2360.49,2993.1,Point Hill,47 Shoshone Way,6474,953953,953,3,953
954,+954,+954,798658.212,7554143079,3659606414,4/19/2024,12/30/2024,65.56,3334.05,6447.12,Baku,92745 Delaware Point,8264,954954,954,1,954
955,+955,+955,8706.111,6196846996,3516119197,6/25/2024,12/15/2024,3308.01,1528.4,6719.03,Carolina,5938 Elgar Crossing,13,955955,955,3,955
956,+956,+956,714610.953,4240707365,9855915897,2/5/2025,2/24/2024,5058.12,6054.0,254.73,Calidñgan,7 Northfield Trail,27580,956956,956,1,956
957,+957,+957,278428.172,9612560131,4797692898,2/4/2025,4/24/2024,1574.1,9950.09,6861.81,Victoria,72 Knutson Center,24121,957957,957,3,957
958,+958,+958,450214.656,7096448924,1688154086,1/16/2025,1/18/2025,1654.66,477.5,9913.83,Horizonte,128 2nd Crossing,554,958958,958,2,958
959,+959,+959,29902.458,5999224584,2953746324,10/12/2024,6/14/2024,4313.68,6351.98,5195.2,Cibiru,74136 Dorton Place,22947,959959,959,2,959
960,+960,+960,735739.977,420105528,502426630,3/19/2024,10/13/2024,4700.93,3497.19,1574.14,Uzyn,971 Hallows Place,4706,960960,960,3,960
961,+961,+961,643976.392,7451071632,9737541979,9/23/2024,11/30/2024,3543.35,458.49,5559.45,Ziroudani,2320 Harbort Court,7477,961961,961,3,961
962,+962,+962,64553.061,878761163,4881714241,9/17/2024,12/7/2024,4634.01,6417.1,4589.47,Rafaela,0 Delaware Park,7050,962962,962,1,962
963,+963,+963,593860.519,6640596045,1371673634,2/9/2025,6/17/2024,3483.94,4767.64,5503.32,Shanghu,06612 Carey Road,2055,963963,963,2,963
964,+964,+964,236482.529,498983581,8514603272,3/16/2024,4/23/2024,3426.85,6427.15,1876.44,Ban Lam Luk Ka,7 Tennessee Hill,20113,964964,964,3,964
965,+965,+965,911962.908,7253135629,9854991120,12/23/2024,2/25/2024,2339.37,5723.76,3665.62,Matou,1 Mockingbird Alley,7682,965965,965,3,965
966,+966,+966,811674.203,4757195799,8061153520,4/11/2024,7/15/2024,4167.9,8723.98,1027.42,Hino,9 Crescent Oaks Center,12824,966966,966,2,966
967,+967,+967,406858.921,3014381426,387514231,10/18/2024,1/8/2025,3820.54,3429.58,3522.95,Kihurio,54700 Raven Terrace,22110,967967,967,1,967
968,+968,+968,140217.171,622521358,5220585152,7/27/2024,9/8/2024,506.38,6782.3,6563.74,Diré,934 Fieldstone Lane,6895,968968,968,2,968
969,+969,+969,243498.674,6111549185,2462398612,9/22/2024,1/19/2025,3405.28,5717.11,1805.16,Zhongtong,42 Grayhawk Lane,29504,969969,969,3,969
970,+970,+970,163766.465,1961266004,4081676665,6/4/2024,8/27/2024,1778.77,6718.78,8095.81,Iława,69 Shasta Alley,1,970970,970,2,970
971,+971,+971,171799.092,3617431406,1497077405,9/4/2024,7/8/2024,8004.91,1801.04,5793.61,Golčův Jeníkov,5016 Ryan Trail,28528,971971,971,2,971
972,+972,+972,854260.921,8848095881,4032356643,12/9/2024,1/20/2025,9581.96,1659.7,9424.55,Osan,254 Waubesa Place,11111,972972,972,1,972
973,+973,+973,562315.467,2831958238,4809371064,6/9/2024,4/8/2024,4901.96,4661.16,5587.18,Kyegegwa,1 Thackeray Street,25361,973973,973,3,973
974,+974,+974,706310.916,851032024,1543242407,10/21/2024,8/23/2024,768.05,5318.28,3791.09,Chalchuapa,1650 Graedel Place,14059,974974,974,3,974
975,+975,+975,431729.517,4660916493,5121502229,3/26/2024,7/18/2024,5728.18,2746.82,3655.32,Chagou,26458 Haas Hill,2775,975975,975,2,975
976,+976,+976,494579.585,991121733,5788797930,3/10/2024,10/21/2024,5147.92,3523.63,7347.07,Arnhem,81429 Graceland Way,1782,976976,976,2,976
977,+977,+977,445258.967,4749287873,2726004570,12/30/2024,12/2/2024,3111.45,572.8,8011.02,Hilversum,82836 Eastlawn Point,22800,977977,977,2,977
978,+978,+978,910398.848,8742612873,4544070376,9/2/2024,2/12/2024,738.2,4879.22,6296.24,Dongting,55251 Goodland Terrace,27504,978978,978,3,978
979,+979,+979,158207.186,1804642601,5734125537,11/26/2024,1/18/2025,4161.28,128.96,8134.18,As Saffānīyah,58968 Emmet Alley,20354,979979,979,1,979
980,+980,+980,72325.522,8742011170,1390514573,1/15/2025,8/13/2024,1682.39,5907.65,5874.18,Lethbridge,5 Main Drive,29325,980980,980,3,980
981,+981,+981,619918.923,4819315172,6394400409,9/13/2024,7/28/2024,6372.67,3842.52,1559.23,Capellanía,39 Corry Way,22471,981981,981,1,981
982,+982,+982,499818.943,9487639787,8758334897,4/20/2024,6/28/2024,629.62,3126.37,5622.61,Mainang,7 Jackson Circle,26532,982982,982,3,982
983,+983,+983,732110.345,2646284949,4165607956,11/6/2024,2/1/2025,2757.52,111.52,234.61,Herrera,10 Aberg Circle,18465,983983,983,3,983
984,+984,+984,689781.603,9504441719,7280644661,12/29/2024,2/17/2024,9148.63,7510.46,7734.78,San Isidro,367 Marquette Junction,13823,984984,984,3,984
985,+985,+985,436696.672,5688217089,2834921913,4/12/2024,4/30/2024,821.65,1505.54,5997.4,Kotabaru,41571 Sunfield Terrace,30991,985985,985,3,985
986,+986,+986,14528.542,2660789353,4902327797,12/3/2024,3/28/2024,2565.83,6467.83,6962.39,Soukkouma,8 Moose Circle,13334,986986,986,1,986
987,+987,+987,836310.3,4680866942,4890865491,8/10/2024,5/15/2024,9517.71,9298.44,4453.8,Myronivka,10 Sugar Lane,15960,987987,987,2,987
988,+988,+988,989486.163,7082357699,2554707820,12/1/2024,2/17/2024,5987.58,8623.9,9777.21,Puconci,6 American Road,13356,988988,988,1,988
989,+989,+989,258689.827,1415023355,82416270,1/24/2025,2/20/2024,2922.46,3819.32,1028.33,Kax,15 Thompson Alley,5175,989989,989,3,989
990,+990,+990,210838.538,4553177740,8569770769,9/18/2024,7/9/2024,7137.88,9745.02,6993.96,Rappang,6 Springs Avenue,25591,990990,990,1,990
991,+991,+991,74564.416,7608659329,6783431943,8/18/2024,7/10/2024,8194.94,1596.13,8567.61,Fushan,611 Becker Terrace,29249,991991,991,2,991
992,+992,+992,666507.087,1027356630,59906757,11/22/2024,4/1/2024,2174.8,4533.32,1885.88,Sanzhang,889 Riverside Crossing,5712,992992,992,1,992
993,+993,+993,682390.056,1490386385,8493232716,4/22/2024,4/18/2024,3822.73,1629.48,6409.58,Calvão,4255 Dwight Circle,13160,993993,993,2,993
994,+994,+994,646375.059,9442830090,8555911802,5/13/2024,9/5/2024,7835.99,8321.29,7646.19,Yeshan,9458 Forest Run Drive,22508,994994,994,3,994
995,+995,+995,425.655,2285510353,3825682492,8/29/2024,9/15/2024,6574.92,9214.7,352.9,Marataizes,320 Ramsey Hill,14412,995995,995,3,995
996,+996,+996,858105.986,1469338501,2611189733,10/5/2024,9/30/2024,6905.04,251.47,5365.16,Pamoyanan,216 Eagan Avenue,12621,996996,996,3,996
997,+997,+997,292853.829,3659535315,1823712866,11/24/2024,3/16/2024,6886.33,948.04,986.93,Dejilin,0867 Pearson Junction,26792,997997,997,1,997
998,+998,+998,836643.528,7246358586,5823577970,5/17/2024,3/19/2024,63.79,699.62,9709.48,Pan-an,92 Mandrake Circle,8424,998998,998,1,998
999,+999,+999,37898.856,8278125680,9674058379,10/20/2024,4/8/2024,5579.51,7047.98,4893.77,Guaíra,251 Mitchell Road,13111,999999,999,3,999
1000,+1000,+1000,621884.666,2242696657,7264282607,7/16/2024,5/10/2024,6037.38,9713.71,9343.87,Lizhai,4030 Anzinger Trail,26844,10001000,1000,2,1000
