id,power_module_name,battery_module_name,battery_module_energy,battery_usable_energy,max_output_power,peak_output_power,nominal_voltage,operating_voltage_range,communication,power_module_weight,battery_module_weight,operating_temperature,max_operating_altitude,noise_emission,cell_technology,created_at,updated_at,height,width,length,power_module_height,power_module_width,power_module_length,battery_id
299,Stesha,Totterdell,4329658362993.36,4916867622751.92,8004498160912.55,6391939191369.34,4644,50,+299,759801.43,931908.25,113900.39,185407,359.05,facilisi cras,2024-11-23T01:47:02Z,2024-06-13T20:39:55Z,1702.57,3007.2,7817.49,8031.95,3402.53,52.48,299
300,Coleen,Korneev,3697549857376.86,2753738815302.96,5285882434129.26,8743002641775.4,5418,529,+300,404117.37,163645.82,521972.5,493916,742.87,accumsan tortor,2024-02-17T11:05:31Z,2024-11-22T11:25:56Z,3958.28,7040.32,6159.36,5280.17,1175.78,6869.19,300
301,Jemmie,Bernardin,6479680213656.87,432020423483.32,7446671179651.34,6360088852039.45,12793,556,+301,848142.05,815068.71,217444.12,761750,134.94,dapibus,2024-12-03T05:39:46Z,2024-02-23T18:57:38Z,6644.32,6676.12,5326.46,9868.85,5870.14,9389.67,301
302,Noam,Eyre,2355362938268.71,2474931259780.89,6161563390435.86,210941111941.13,5354,36,+302,380348.42,108506.04,400869.96,300211,639.67,ultrices,2024-10-06T00:59:59Z,2024-08-31T21:33:35Z,2678.13,1197.45,8086.66,5491.83,2056.27,909.87,302
303,Orelie,Sheber,2492397913398.64,9490496560749.16,6149715040259.76,4448277001428.27,9117,55,+303,664513.21,256286.41,295360.25,361282,772.46,amet erat,2024-07-02T11:48:48Z,2024-11-08T03:06:20Z,5572.93,7837.51,2459.81,7885.89,8828.1,8796.96,303
304,Hart,Habble,6474572110436.96,3142700174237.83,8164637256947.25,804844842092.97,1131,407,+304,680741.69,40565.65,31502.49,801273,308.83,vel,2024-11-06T10:21:30Z,2024-05-03T15:18:05Z,3746.5,4919.29,4681.55,8019.75,1674.49,1251.25,304
305,Lanette,Kite,2543691619690.41,8626815162577.38,3655833760113.77,4320071401698.06,7346,540,+305,86086.93,367311.23,898344.7,287156,637.57,eget nunc,2024-05-03T04:25:34Z,2024-08-24T06:07:46Z,6270.5,8220.93,5269.6,3859.25,4090.78,6402.73,305
306,Nicolas,Leisman,497251823507.6,2352791628855.8,8531747660986.17,1950521458264.07,20404,27,+306,664303.55,198634.38,874623.23,323617,667.72,turpis a pede,2024-05-10T16:22:25Z,2024-05-04T09:04:41Z,8757.99,2086.82,9491.65,5514.91,1197.49,9093.58,306
307,Henriette,Birkwood,1710364543413.41,8489891523932.18,1561112903593.95,7571144591982.95,3647,384,+307,745340.22,414522.04,761150.01,487208,381.15,in,2024-03-31T03:46:54Z,2024-08-28T00:49:50Z,8693.08,424.07,9736.52,8098.36,9287.69,9523.19,307
308,Massimiliano,Durie,9177049921848.72,7810608347519.74,3624983857091.29,7795939292495.69,15210,718,+308,523170.15,873707.55,816934.77,727363,824.87,massa tempor,2024-05-25T18:50:07Z,2024-07-18T18:58:05Z,622.93,2562.14,2479.93,8432.69,8485.81,4614.37,308
309,Conrado,Eyckelbeck,9497877129987.79,8546539459602.06,3038273629026.02,8632656726741.72,21122,747,+309,679725.85,697896.91,628910.9,616384,969.29,vestibulum ante,2024-07-19T23:56:02Z,2024-12-31T00:45:57Z,9400.58,8809.42,3220.1,2542.47,2189.85,9542.43,309
310,Vanni,Hamflett,7308002681323.82,6187838291535.66,7676607022743.25,6992593211525.98,8475,664,+310,170041.71,754457.38,768387.93,177341,298.84,suscipit ligula in,2024-07-06T04:03:05Z,2024-12-28T23:08:58Z,3785.19,13.04,954.38,1461.69,8839.36,816.49,310
311,Benoite,McMenamy,1573598959844.53,5088345658807.82,4139459946860.49,4810345500584.39,9993,957,+311,730995.34,961192.97,761607.65,403476,491.66,ante vestibulum ante,2025-01-09T00:52:33Z,2024-06-03T06:22:21Z,8541.91,4064.64,3576.16,6339.18,8845.06,551.36,311
312,Connie,Hulstrom,9273726656456.62,1114973618154.48,1916247686930.14,9557689579413.26,9371,150,+312,486526.07,462032.15,216453.85,990772,796.66,libero quis orci,2024-06-13T00:49:54Z,2024-11-13T09:09:06Z,9764.92,4272.05,5586.8,3948.4,9535.4,5076.18,312
313,Lorelei,Goodoune,8331321229057.72,1662981881719.24,7275409639099.41,526914241415.47,17814,657,+313,967953.34,128409.9,223556.61,351417,987.86,odio curabitur,2024-07-05T13:40:57Z,2024-08-01T04:06:57Z,2721.86,1456.68,3521.57,5816.05,4355.32,4803.25,313
314,Broddie,Sparway,8365217257814.02,7841014858355.86,6694362343544.62,6093058074819.44,9953,71,+314,631902.1,67355.11,997549.7,609345,647.73,erat,2024-11-06T07:31:30Z,2024-07-01T14:05:37Z,225.31,6098.85,1006.15,168.51,3328.9,2485.36,314
315,Lina,Trewinnard,3081698005818.07,6873845886598.29,4206957745287.85,6387743365673.98,16046,140,+315,286990.76,416946.28,164022.11,30628,928.62,volutpat dui,2024-12-18T21:43:58Z,2024-09-12T10:00:56Z,4073.68,7557.86,1362.21,2447.72,4750.71,4724.58,315
316,Sharlene,Baggally,7799315502730.18,2599286650482.73,7553753844313.53,415748283702.15,2780,230,+316,405130.38,719587.11,553901.46,141655,875.39,tincidunt,2024-03-03T03:43:53Z,2024-11-01T14:05:34Z,7368.28,5927.28,6998.92,8153.16,4890.56,7946.64,316
317,Galina,Timpany,4064101928981.25,7071150940703.78,1863251702480.75,1673793018985.13,302,347,+317,827201.01,778550.97,896745.84,986310,994.35,integer non,2024-11-11T18:59:42Z,2024-03-17T21:55:41Z,5805.33,5378.61,559.94,9928.46,9535.41,7055.8,317
318,Carine,Moulsdale,4815457642978.33,3787418363027.1,9990029245272.13,953964808802.88,11905,327,+318,622995.46,39477.17,738736.19,512533,491.61,neque vestibulum eget,2024-06-30T17:14:52Z,2024-11-19T03:50:28Z,9948.92,5830.32,6266.39,1087.84,4928.58,7955.18,318
319,Reynard,Minchin,4912228542179.45,1165057991656.59,2699783993843.33,9124347432596.98,19935,597,+319,71965.85,446200.65,175880.71,690514,502.77,suspendisse ornare,2024-08-11T16:01:07Z,2024-11-10T02:44:41Z,623.81,6604.74,8658.49,6279.63,8606.1,6595.81,319
320,Rahal,Capstack,3562102120817.14,9003185502529.25,1050994725680.79,4491849214599.99,10285,449,+320,952326.67,334154.04,159841.48,355950,595.78,sed vel,2024-06-11T20:20:18Z,2024-09-22T06:12:36Z,4083.82,2228.2,6964.08,4369.74,888.4,9327.16,320
321,Robinson,Betje,6920915404216.38,6263618539157.0,6634852801650.0,7499145123810.04,7589,345,+321,300761.46,979410.81,876694.03,530332,250.63,lectus,2025-01-30T18:47:11Z,2024-02-14T10:14:34Z,5598.61,3507.34,4658.65,1143.99,4975.28,6093.93,321
322,Jobi,Brekonridge,909583170579.25,9172450242520.97,4726086739971.53,471555268191.21,8450,377,+322,422128.22,875961.2,626410.53,736674,436.72,enim sit,2025-01-13T19:00:29Z,2024-11-15T20:09:20Z,8998.6,9783.84,6184.24,9583.29,757.99,6084.52,322
323,Irv,Blaskett,4262153547030.98,3147373098113.5,7523008203838.27,5555267079601.7,4768,516,+323,141393.96,947820.32,58838.7,640644,77.97,eget eleifend luctus,2024-04-11T18:27:31Z,2024-06-30T07:29:38Z,810.53,5508.84,2976.63,9043.78,6239.0,7951.0,323
324,Zebedee,Coe,9957244377380.57,2909748844914.45,5296201876964.65,9923674616375.77,13476,317,+324,216539.58,475973.05,874777.67,632044,67.35,sem praesent id,2024-06-18T13:04:26Z,2024-08-09T09:37:30Z,6835.21,2330.61,92.46,1820.47,8106.47,473.89,324
325,Mitchell,Maystone,6378588884762.54,8208520878538.94,3783331257264.8,555632663377.5,2320,720,+325,94639.63,674057.93,207110.92,249247,743.01,dui luctus,2024-10-26T10:05:39Z,2025-01-21T23:14:31Z,3618.04,9259.55,9127.77,322.47,1848.47,3641.19,325
326,Elle,Chevalier,4975261665006.01,3954224410631.12,1541781062794.86,236576392817.34,537,409,+326,943147.09,235634.58,402582.37,160249,498.41,pellentesque volutpat dui,2024-04-29T17:38:12Z,2024-08-22T17:23:08Z,3315.43,8970.58,1202.17,343.53,8391.16,7857.99,326
327,Star,MacCourt,5962542010919.83,3429628822004.98,4648673621298.25,4141658419936.89,15662,124,+327,600223.54,176373.13,92910.1,826467,167.58,in quis justo,2024-07-02T02:31:52Z,2024-02-10T14:29:17Z,3733.0,1615.37,1427.75,7668.34,8893.74,8863.75,327
328,Ashley,Falconar,7847265702368.96,3943521113682.75,196069249205.49,6062553656355.64,20097,107,+328,739690.72,246745.49,313843.35,637991,524.85,tincidunt in leo,2024-06-12T15:07:33Z,2024-10-11T02:22:22Z,2134.37,4639.3,3577.93,3940.88,3736.16,6761.86,328
329,Jule,Sutter,7152983419525.93,6090415841603.96,5821931339670.41,8546006120502.34,18994,609,+329,45878.58,77719.52,131983.56,729812,683.18,quis,2024-08-28T18:38:38Z,2024-06-15T16:43:13Z,9594.2,5209.49,6100.68,3326.86,4739.68,5807.78,329
330,Marisa,Bielfeld,2931772275591.58,9944452929863.39,8197992476924.36,8224874082137.14,4166,653,+330,125578.9,821646.92,212377.3,435878,950.86,tincidunt,2024-10-12T23:21:40Z,2024-09-15T11:46:24Z,4116.17,5340.68,6571.36,9385.88,51.34,7572.35,330
331,Rory,Strotton,9387714662931.02,9819332061724.24,1782645611894.35,5567458603302.2,5258,762,+331,582145.26,924404.99,630400.49,841857,424.42,arcu,2025-01-01T21:01:43Z,2024-08-13T10:48:59Z,2612.67,8493.65,293.76,1449.09,2315.66,1257.43,331
332,Rennie,Birkby,1745593153897.78,6321813978331.14,5449946406261.4,3888634969671.17,15664,118,+332,229539.49,63551.27,851577.25,635151,39.41,massa quis,2024-08-29T08:03:52Z,2024-04-25T16:29:29Z,256.04,5553.22,1224.1,9253.05,1525.92,297.8,332
333,Marleah,Foale,6974408186942.4,9921766078804.48,8927278151690.91,5700387558107.46,21255,566,+333,815704.94,753940.18,763607.25,924043,967.36,quam,2024-03-21T14:29:08Z,2024-12-02T06:16:29Z,7060.38,1099.18,9825.74,3983.65,2429.25,2388.68,333
334,Nancee,Slayny,2257256045669.79,8063134208563.3,1996865426274.13,653501462190.69,3931,142,+334,556110.61,95478.53,455530.69,82946,701.38,tellus,2024-04-28T00:01:51Z,2024-10-25T20:34:57Z,7470.98,6346.8,2074.59,773.32,7318.99,7917.77,334
335,Rhody,Trayling,5258743512273.01,8697750407458.49,9377950838233.0,4163002645472.58,5728,164,+335,846126.36,655472.47,413431.14,758218,500.76,a nibh in,2024-10-09T09:22:09Z,2024-12-17T15:03:17Z,5576.57,8648.64,5964.68,8802.92,2161.52,1899.49,335
336,Ricoriki,Welsh,1764351505189.15,4462920959560.25,7546335193192.52,4408770655074.28,13620,709,+336,447486.39,697944.23,926550.07,637115,147.88,nibh,2025-01-31T11:00:19Z,2024-03-28T05:36:50Z,7848.01,4172.85,5451.91,9255.58,4823.88,5975.09,336
337,Rosana,Chesterfield,1735483017673.97,4538963305955.71,1281076605248.83,7902339758143.28,7269,96,+337,193262.79,104271.41,165375.55,144319,49.95,justo,2024-10-08T21:14:26Z,2024-12-03T00:31:40Z,3771.57,3464.84,158.41,4133.46,8314.99,3241.06,337
338,Margarette,Tipperton,1002511083713.05,1980169566934.06,3706703733993.59,9309123975863.01,9741,436,+338,186116.73,739656.23,507250.36,897822,435.67,suscipit a feugiat,2024-04-30T18:06:57Z,2024-04-21T10:35:13Z,4973.81,8369.65,6016.38,6268.78,6576.27,1972.64,338
339,Dorise,McAllester,2735109556515.57,4491235425804.93,9774376732019.12,5126910397314.42,1562,539,+339,20923.13,168994.95,419116.9,369743,822.86,neque vestibulum,2025-02-09T16:32:46Z,2024-09-27T16:45:03Z,9731.22,7340.77,1195.7,7599.0,8923.89,8718.32,339
340,Lynsey,Gonthier,9750384615492.66,6731189156436.42,2390281074235.01,1077564954118.25,15141,606,+340,19967.38,696629.93,175020.75,975485,496.7,tempor,2024-08-26T06:07:28Z,2025-01-07T10:12:51Z,3186.96,2837.13,2149.36,7933.43,8392.31,7355.21,340
341,Garey,Le Houx,9153004876687.71,1942509432864.97,6084130065964.7,7066886220811.95,7738,98,+341,211425.65,476361.11,658880.09,153052,787.13,sapien arcu sed,2024-04-26T06:08:55Z,2024-04-25T19:06:01Z,8907.94,2555.39,4736.83,8137.29,6741.09,9567.09,341
342,Grange,MacMoyer,4584506047878.77,7545394732729.98,4517963701017.95,1208028150817.26,18868,23,+342,866081.86,882368.98,440898.76,558079,672.62,nulla sed vel,2024-04-04T23:49:58Z,2024-04-03T22:45:06Z,4965.27,1166.56,4080.52,1508.26,8816.5,3014.38,342
343,Chrotoem,Becke,3739400345948.35,3245205216785.89,4487983611463.19,1124251808230.38,6386,683,+343,986339.57,108297.02,88276.14,635934,656.87,consequat varius,2024-05-30T21:23:20Z,2024-11-20T15:34:26Z,8194.76,2802.61,3550.22,4364.62,6922.21,1225.24,343
344,Meggie,Markussen,7841221280048.27,8491489390092.69,6923329536609.98,128822319297.2,14538,556,+344,589050.97,800219.4,922804.93,711772,389.79,felis ut at,2024-12-16T22:27:16Z,2025-01-10T06:27:28Z,5413.95,8241.87,2313.58,446.34,264.32,412.14,344
345,Brittaney,Roggerone,6549145001634.16,7303194692573.98,6596962371501.85,2662520070248.16,12296,660,+345,834749.55,937020.27,446665.32,890,285.08,placerat,2024-02-23T03:44:07Z,2024-05-11T08:12:08Z,1478.62,3982.49,952.87,511.41,3303.17,1590.24,345
346,Frants,Doctor,2522074982560.25,1827837188363.18,1694064753269.19,326577845182.2,14487,139,+346,736546.1,388477.31,311559.61,306081,74.07,eros elementum pellentesque,2024-03-03T17:56:20Z,2024-08-13T16:15:00Z,8442.7,1185.28,5341.11,1405.72,2248.07,1092.45,346
347,Barri,Gudge,9572187204381.14,7538944732694.46,4283760066211.88,8687926484069.45,11840,879,+347,208708.4,604280.44,758785.51,788975,322.86,donec quis orci,2024-05-14T16:20:24Z,2024-09-18T17:16:04Z,9817.22,7821.79,3692.44,9338.04,2346.66,454.99,347
348,Owen,Ansill,9279460683667.75,5172884685269.9,3432325178302.1,2726467026019.72,3934,637,+348,596553.15,787424.17,164007.13,189289,624.8,tincidunt,2024-09-09T16:15:31Z,2024-11-01T03:23:36Z,9399.37,8553.29,4090.03,1549.41,2790.51,5261.41,348
349,Katha,Patton,5023017994331.82,7450431710506.68,6583197422222.17,2187332737129.89,13327,800,+349,906872.25,515764.33,623057.76,587082,96.25,sapien,2024-05-16T21:47:08Z,2024-04-23T19:19:08Z,586.58,4739.65,8217.68,3524.24,406.66,5975.31,349
350,Deloria,Spellworth,4801652422692.52,1800967566463.75,8456560549451.64,9778307682448.79,8326,393,+350,698461.51,699069.02,503379.83,413023,278.23,mattis odio,2024-02-27T05:06:29Z,2024-11-04T12:23:03Z,492.9,3791.1,5806.66,5961.24,8359.58,5193.93,350
351,Malissia,Gebhardt,3919816807898.25,276049688297.47,2540244406294.76,5077584331944.78,18184,68,+351,849644.64,276842.39,1439.02,457905,666.44,felis sed,2024-12-18T14:00:07Z,2024-11-12T20:32:08Z,884.65,8329.48,4128.55,4184.54,314.18,5706.7,351
352,Clare,Olensby,7482359430869.98,4278878539397.14,7589700643918.1,7724621008021.02,20548,487,+352,296394.03,953367.16,635672.23,516084,461.3,magna vestibulum,2024-09-28T09:47:03Z,2024-03-31T03:11:47Z,696.07,2986.57,3936.06,9641.71,4205.0,3223.25,352
353,Kenn,Marder,5471522573325.27,8217215458954.64,7492974555135.6,1263209786504.95,5936,126,+353,159704.24,718839.01,322154.37,389788,690.35,nulla,2024-04-25T03:27:42Z,2024-08-17T00:45:40Z,7588.7,2476.41,9889.19,3074.53,4982.45,7922.99,353
354,Gennifer,Ogelsby,3724371835096.31,6012856629610.48,6386054954390.7,8466914681834.56,2411,688,+354,627551.59,760891.11,164007.68,292593,430.86,nulla,2024-09-11T13:45:05Z,2024-06-03T06:50:25Z,3104.66,2205.77,3870.88,1352.93,1112.63,3636.79,354
355,Peterus,Garlicke,288288573962.63,6750216111932.3,5496247773682.56,7720293038160.84,2135,721,+355,64653.73,120069.87,738272.52,359175,480.96,natoque penatibus et,2024-08-20T10:08:47Z,2024-11-19T16:19:16Z,7336.32,2356.85,5688.97,8172.41,6509.66,2303.28,355
356,Karola,Lukas,5015650318342.75,5070022293411.67,7741653433762.18,1268676125142.75,2726,863,+356,32326.21,980637.51,129533.38,377159,421.47,dictumst maecenas,2024-05-21T04:23:13Z,2024-08-17T18:21:37Z,9022.92,4531.26,1388.92,3445.36,3887.1,5316.17,356
357,Calida,Cutts,262973743446.14,2338990219909.74,8319086931692.15,4030823187586.41,17131,925,+357,204187.41,716630.4,336548.05,736919,774.97,sapien,2025-02-07T05:46:19Z,2024-09-06T01:32:35Z,7373.61,5587.29,5572.88,8102.87,2183.27,3071.96,357
358,Jonell,Dufore,1770440016639.13,1676901683084.27,7633617002373.15,7418604386693.6,12412,255,+358,669930.33,904876.2,963238.26,164095,945.98,maecenas leo odio,2024-12-27T09:13:56Z,2024-06-12T01:22:56Z,3430.24,1127.02,7060.85,5195.44,2680.41,1102.25,358
359,Carlye,Scullin,5758323981089.44,8288253873753.04,945475085621.27,9992562022082.51,13080,324,+359,82686.72,16627.14,507289.48,590272,427.85,vulputate nonummy,2024-03-28T16:33:51Z,2024-12-19T07:30:19Z,9321.47,6106.16,7673.55,2440.6,5582.15,6434.01,359
360,Tammie,MacPherson,4182809765354.58,764444509285.62,4038893411975.84,8042392210313.8,21066,269,+360,508726.41,769070.12,326753.4,834272,880.86,quis justo,2024-04-06T08:32:56Z,2024-05-14T13:36:18Z,472.46,6329.72,167.9,7493.57,6517.34,2744.03,360
361,Sapphire,Morteo,7744301363445.75,3474279323158.84,1105257133170.97,6453377700965.56,19088,657,+361,346440.28,989113.4,521560.0,432452,287.61,ut,2024-06-19T20:12:27Z,2025-01-17T01:22:12Z,2780.5,1340.11,3936.61,7247.86,1042.02,746.74,361
362,Leodora,Qusklay,7777918313272.67,5636878940271.26,2377474751977.2,4307554291517.89,7768,249,+362,774271.71,485018.64,108121.54,600977,774.71,lobortis,2024-04-11T06:36:08Z,2024-07-27T13:37:36Z,5674.71,1404.82,427.13,3297.11,6643.69,3262.07,362
363,Reed,Harkess,8203861865817.05,6566628725115.96,9429570987541.71,695545319120.59,3531,513,+363,701286.0,534253.08,425854.81,657278,940.73,orci,2024-06-22T16:34:10Z,2025-01-01T05:37:46Z,3036.01,3966.03,6029.06,6706.47,7023.44,6750.94,363
364,Hildy,Gonzalez,3625881301893.59,3166298827511.87,9920910271799.94,7657308256267.41,11509,278,+364,729415.7,193119.26,950954.39,853029,220.5,ante vivamus tortor,2024-10-07T10:46:08Z,2024-10-14T22:36:10Z,6512.89,8227.46,8228.22,7842.39,6593.9,9137.67,364
365,Donnie,Tether,5692297478157.14,7819935422329.37,9718787215762.37,3320928657091.23,86,652,+365,973205.3,763637.44,884618.41,192618,284.24,curabitur,2024-02-12T06:45:12Z,2024-07-04T10:08:12Z,2423.25,7205.6,5404.43,7374.83,4696.07,2405.48,365
366,Ros,Glazer,3883856894257.15,9550409136351.62,6068479664866.91,5965447883619.41,4248,383,+366,835223.27,914318.41,249420.47,262255,115.27,nisi,2024-07-17T08:40:54Z,2024-06-03T19:21:45Z,6566.6,3535.06,726.25,4158.23,5728.48,4339.06,366
367,Dominique,Greenacre,9440392778097.89,5451279931885.21,2537737108974.34,4466333807354.55,18589,919,+367,723051.74,959199.97,293954.42,822386,325.2,nibh in lectus,2024-12-03T10:10:11Z,2024-06-14T08:35:05Z,2793.13,2541.77,3274.91,8134.0,239.35,2881.85,367
368,Silvana,Lawerence,1618114412896.42,4262000963707.95,9626341124260.84,1192793787954.1,8296,343,+368,156047.66,223559.39,821709.05,701094,476.64,orci vehicula condimentum,2024-12-04T15:27:49Z,2024-02-21T14:09:09Z,2645.84,2912.39,3288.66,4685.55,804.76,6056.87,368
369,Wallis,Escudier,6686745887774.84,4476710866997.71,30443091537.31,9877122900759.23,11126,620,+369,645152.02,190146.58,403386.07,552736,760.57,mi pede,2024-04-27T09:54:50Z,2024-12-25T00:45:52Z,2613.36,6882.05,2889.3,2745.21,5200.76,2984.56,369
370,Carolin,McCutheon,9685779701819.09,7827865848009.54,7678762850926.35,6542327252982.71,13441,371,+370,220671.07,788871.43,793026.69,640783,477.22,nulla suscipit,2024-04-08T03:26:40Z,2024-02-10T08:30:39Z,9131.05,9313.43,1133.31,9192.74,6242.78,7598.83,370
371,Izabel,Siveyer,2524054038471.88,8084408140501.17,6828976387395.45,7461866504874.58,19760,41,+371,630671.09,870407.32,291730.86,780873,201.02,posuere,2024-07-16T04:44:32Z,2024-03-26T04:14:50Z,3922.47,9217.27,7339.88,6324.79,1422.16,8295.31,371
372,Michele,Haborn,9946913091855.31,4322137238403.63,3496648509572.27,2730288355531.86,21226,250,+372,703759.7,636643.25,665827.8,343137,881.31,maecenas,2024-11-23T06:19:40Z,2024-10-07T01:29:54Z,6414.12,9318.04,7194.58,987.03,9544.71,1097.69,372
373,Freddie,Shanks,1325446981904.88,6121531119305.36,3828803508139.14,9179135047211.95,18843,391,+373,497590.12,122716.83,703222.68,268159,575.73,fusce,2024-09-07T20:41:15Z,2024-10-17T18:03:22Z,6772.73,3738.88,6710.41,6410.19,2598.6,5733.55,373
374,Mamie,Saby,8802740424137.62,9410354549489.46,665176468784.25,8088941056506.06,15105,176,+374,922558.48,980070.57,603165.28,52927,820.08,in hac habitasse,2024-11-27T12:02:35Z,2024-02-12T05:58:09Z,4324.02,8941.32,4658.51,2536.32,6051.0,2000.28,374
375,Nikolos,Wigfall,5729614735985.0,7907114983131.63,2687775826979.09,2403933983842.41,3314,839,+375,503182.18,975699.03,759153.01,145255,748.94,a,2024-04-02T22:36:08Z,2024-10-09T22:12:45Z,2462.75,9879.61,9280.96,8717.33,8022.84,7158.54,375
376,Giacinta,Oxbrow,3110812089942.4,3421003819224.47,2550831832348.31,7400073626368.97,15674,483,+376,621206.92,262406.42,402901.59,595078,168.95,at,2024-12-12T11:32:45Z,2024-06-09T22:42:56Z,3866.31,770.09,2758.95,8574.06,7680.28,2698.5,376
377,Briano,Kingsmill,8851726365638.88,8023073542544.11,3861232984171.92,4877078486395.77,20645,604,+377,947683.34,616412.84,518333.89,243020,299.01,vivamus in felis,2024-04-29T07:47:08Z,2024-12-23T06:07:18Z,3647.23,211.02,351.81,1246.85,7387.61,3346.54,377
378,Christie,Teather,9141335711211.43,1991945040432.23,2570996933473.91,4504829300697.22,7488,639,+378,850382.9,615511.06,512246.56,950758,907.75,consequat varius,2024-10-18T03:46:13Z,2024-11-27T03:19:56Z,1797.52,3537.87,1326.52,7139.17,8251.4,8835.22,378
379,Valentia,Danell,1897270579511.7,1840338680424.18,6108356477190.81,4338590055619.65,16282,762,+379,517227.11,560376.64,122744.85,425562,854.94,sit amet,2024-12-13T15:14:58Z,2024-02-13T15:46:53Z,2431.15,6111.11,1048.23,5384.94,4311.56,3004.7,379
380,Caldwell,Dofty,3675627520197.66,5524110574434.09,3543516776230.7,9171406272198.43,18317,893,+380,492239.14,639385.8,460014.04,99209,796.88,fermentum donec,2024-05-04T16:02:48Z,2024-03-16T17:23:52Z,4649.01,1784.62,5941.68,8664.78,9166.01,4340.3,380
381,Elle,Grzegorzewski,8885512901387.85,8391904267481.27,8904014124598.28,6582158500806.38,19725,797,+381,919441.41,337298.8,262352.49,421910,115.49,in hac habitasse,2024-02-18T13:16:00Z,2024-04-10T02:28:54Z,5081.64,9998.79,6106.46,4639.25,315.92,6501.84,381
